Wavelength [nm],H2O_2ml,prot_2,prot_4,prot_6,prot_8,prot_10,prot_12,prot_14,prot_16
667,0.001144886,-0.000914097,0.002692223,-0.000301838,0.000521183,-0.000228882,0.002372742,0.002241135,0.003509521
668,0.00074482,-0.000827313,-0.000261784,-0.001265049,0.000352383,0.000254154,0.000957489,0.000688076,0.003791809
669,-0.001023769,0.000637054,0.000286579,-0.001842499,-8.39E-05,-0.000148773,-0.000119686,0.000890255,0.001561642
670,5.44E-05,-0.000412464,-0.000545979,-0.00120306,-0.00071907,-4.91E-05,-6.20E-05,0.001379967,0.001935005
671,0.001135826,0.000675201,0.000215054,-0.000682831,0.000220776,0.000226021,0.001348019,0.001590252,0.002950668
672,0.00050354,-0.000428677,-0.000458241,-0.001132488,-0.000209808,0.000164986,0.001162529,0.001176357,0.002960205
673,0.000170708,-0.000330925,-0.001126766,-0.001999855,-0.00053072,-6.44E-05,0.000250816,0.000490189,0.002200603
674,-0.000155449,-0.000122547,-0.000870705,-0.00172472,-0.001081944,-0.000175953,0.000426292,0.000458717,0.002191544
675,0.000599384,-0.000120163,-0.00019598,-0.000514507,-0.000506401,5.58E-05,0.001066685,0.001101494,0.002776146
676,0.000343323,1.05E-05,-0.000185967,-0.000897408,-0.000492096,0.000640392,0.001184464,0.001586437,0.002568722
677,0.000876904,0.000131607,0.000161171,-0.000564575,-0.000170708,0.00056982,0.001522064,0.001702309,0.002922058
678,-0.000470161,-0.000290394,-0.001213551,-0.001413345,-0.001039982,-0.000631809,4.43E-05,0.000380039,0.002019882
679,0.000329495,-0.000769615,-0.001115322,-0.002028465,-0.00063324,-0.000652313,0.000267983,0.00086689,0.002208233
680,-0.000351429,-0.000526905,-0.000351429,-0.000702381,-0.000702381,0,0.000526905,0.000879288,0.002466202
681,0.000187874,-0.000891686,-0.001698971,-0.001966,-0.000383854,-0.000617504,-0.00041008,0.000635147,0.002045631
682,0.000319481,0.000706673,0.000257969,-0.000460625,-0.000323296,-7.53E-05,0.001894474,0.000874519,0.002355576
683,0.000840664,-0.000212193,-0.000887394,-0.00138855,-0.000362396,-9.68E-05,0.000430107,0.000371456,0.002167225
684,-0.0002985,-0.000254631,-0.000648022,-0.001526356,-0.000442505,-3.10E-05,0.000659466,0.000991821,0.002495766
685,0.000608444,-2.62E-05,-0.000471115,-0.000673771,-0.000144959,9.01E-05,0.000874996,0.001462936,0.002388
686,0.000467777,0.000330925,-0.000365257,-0.000694275,-2.29E-05,5.44E-05,0.00100708,0.001485348,0.002771378
687,-0.000289917,-0.000897408,-0.00128746,-0.001676559,-0.001150608,-0.000497341,-9.82E-05,0.000130177,0.001621723
688,-1.67E-05,-0.0002141,-0.000956059,-0.001319408,-0.000223637,-6.20E-06,0.000511169,0.000685692,0.002382278
689,-0.000440121,-0.001037121,-0.001029015,-0.001431942,-0.000834942,-0.000610828,0.000371933,0.000553608,0.00157547
690,-0.00080061,-0.000663281,-0.001327515,-0.002174854,-0.000770092,-2.24E-05,0.000286579,0.000437737,0.002449036
691,0.000545025,0.000376225,6.68E-05,-0.000971794,-0.000172138,0.000506401,0.000990868,0.00176096,0.002697945
692,4.63E-05,-0.000199318,-0.001134396,-0.001255989,-0.00093174,-0.000226498,0.000724793,0.000403881,0.002280235
693,-1.72E-05,0.0003829,-0.001018047,-0.001540184,-0.000445366,-0.00029707,0.000175476,0.000690937,0.002543449
694,8.20E-05,-0.000667095,-0.000252247,-0.000501156,-0.000491619,-2.10E-05,0.00036335,0.001154423,0.001924038
695,2.34E-05,0.00014019,-0.000180721,-0.000785351,-0.000255585,-0.000208378,0.000653267,0.001805305,0.002315521
696,-0.00023222,-0.000806809,-0.001638412,-0.001731396,-0.001261711,-0.000895023,0.000362873,-0.000782967,0.002313137
697,0.000463963,0.000153065,-0.000492096,-0.0009408,-0.000166893,0.00030756,0.001260281,0.001398087,0.002845764
698,0.000219822,-0.000842571,-0.000205517,-0.001681328,-0.000684261,-0.000387669,0.000441551,0.000383854,0.001862526
699,-0.000240803,-0.000441551,-0.000806809,-0.000779629,-0.000363827,-0.000209332,0.000689983,0.000540733,0.002435207
700,0.000321865,-1.53E-05,-0.00057888,-0.001508236,-0.000201702,0.000117302,0.000401974,0.000451565,0.002103329
701,0.000744343,6.34E-05,-9.11E-05,-0.000771999,-0.000374317,0.000353336,8.01E-05,0.001111031,0.002485275
702,0.000713825,-0.000361919,-0.000594616,-0.001299858,-0.000952721,6.72E-05,0.000908375,0.001024723,0.002645969
703,5.25E-05,-0.000252247,-0.000531197,-0.001047611,-0.00127697,-0.000328064,0.001227379,0.001158714,0.001718998
704,0.000579834,0.000101566,-0.001179695,-0.001199722,0.000129223,1.19E-05,0.000380516,0.000244141,0.001790524
705,0.000417709,0.000645161,-5.82E-05,-0.000624657,-0.000395775,-0.000206471,0.000855923,0.001236439,0.001686573
706,0.000597,-0.000271797,0.000150204,-0.001494884,-0.000154495,3.86E-05,0.000243664,0.001074314,0.00244236
707,-0.000299454,-0.000188828,-0.00082922,-0.000608921,0.000205994,0.000222206,0.001297474,0.001431465,0.00272131
708,-0.000248909,-3.34E-06,-0.000864983,-0.001633644,-0.000768185,-0.000641346,0.00078249,0.000658512,0.001896381
709,-0.000502586,-0.000519276,-0.001039028,-0.001624584,-0.000868797,-0.000870228,7.15E-05,0.000161171,0.001677513
710,0.000887871,0.000186443,-0.000235558,-0.000877857,-0.000407219,0.0001297,0.000451088,0.001245975,0.002536297
711,-0.000294685,-0.000525951,-0.001358986,-0.001287937,-0.000272751,-0.00041914,0.000602245,0.000754356,0.002209187
712,0.000208378,-0.000300407,-0.001194477,-0.000655651,-0.000422478,-0.000253677,0.00050211,0.00074625,0.002731323
713,0.000388622,-0.000216007,-0.000568867,-0.001269817,-0.000208855,0.000757694,0.001074791,0.000896454,0.002412319
714,0.000150204,0.000450611,-0.00033617,-0.000846863,-0.000238419,-0.000552654,0.001115322,0.001303196,0.002462864
715,-0.000231743,-0.001347065,-0.000785351,-0.001736641,-0.001493931,-0.000685692,0.000124455,0.000220299,0.001476288
716,7.15E-05,-0.000466347,-0.000995159,-0.001406193,-0.000370979,-0.000599384,0.000353336,0.000223637,0.001915455
717,-0.000564098,0.000109673,-0.001029015,-0.001339436,-0.00097847,-0.000618458,0.000220776,0.000667572,0.002215385
718,-0.001011848,-0.000941753,-0.001027107,-0.001597404,-0.001108646,-0.000585556,-3.00E-05,0.000625134,0.002318859
719,-0.000164032,-0.000797272,-0.000559807,-0.001677513,-0.000850201,-0.000503063,-2.53E-05,0.001065254,0.001985073
720,0.000114918,-3.67E-05,-0.000552177,-0.000957966,-3.34E-05,-0.000222683,0.000842571,0.001072407,0.002482414
721,0.000371933,-0.000184536,-0.000767708,-0.001516819,-0.000738621,-0.000402451,0.001161098,0.00075531,0.002113342
722,0.000579357,1.19E-05,-0.00036478,-0.000709057,-0.000153065,0.000597954,0.000758648,0.001165867,0.002491474
723,0.000572205,0.000303745,-8.20E-05,-0.000390053,8.58E-06,0.000366688,0.001359463,0.001432896,0.002716541
724,0.000404835,0.00040102,0.00025034,-0.000861168,-8.06E-05,-8.11E-06,0.001330376,0.001363277,0.002868176
725,0.000187874,-0.000297546,-0.000639916,-0.001263618,-0.000613213,-0.000293732,0.000874043,0.001347542,0.002429962
726,0.000270844,-1.91E-05,-0.001040936,-0.001112938,-0.000294209,9.58E-05,0.000563145,0.001410007,0.002293587
727,0.001024246,-0.000151634,-0.000257969,-0.001339912,-2.48E-05,-0.000234127,0.000858307,0.000759125,0.002325535
728,-0.000188828,-9.54E-06,-0.00022316,-0.001026154,-0.00054884,0.000554562,0.000773907,0.00160408,0.002394199
729,-1.29E-05,-0.00032711,-0.00083065,-0.001512051,1.24E-05,0.000392914,0.000695229,0.000917435,0.002425671
730,-0.00014925,-0.000305653,-0.001116753,-0.001598835,-0.000797272,-0.000453472,0.000350475,0.000376225,0.001817226
731,0.000558376,4.58E-05,-8.30E-05,-0.000716686,0.00042057,0.0006423,0.001362324,0.001657963,0.002614975
732,3.29E-05,-0.000141144,-0.000593185,-0.000957489,-0.000117302,-1.86E-05,0.000802517,0.000928879,0.001991272
733,5.01E-05,-0.000137806,-0.001101971,-0.001255989,-0.000426769,0.000206471,0.000444412,0.00060606,0.002497673
734,6.44E-05,0.000207424,-7.06E-05,-0.000638962,0.000142574,5.72E-06,0.001352787,0.001554012,0.002987385
735,0.000551701,8.11E-06,-0.000137806,-0.001218319,0.000290394,0.000268936,0.001104355,0.001444817,0.00269556
736,0.000575542,0.000121117,0.000191212,-0.000619888,0.000317574,0.000446796,0.00145483,0.001352787,0.002673626
737,0.000136375,0.000146866,-0.000572681,-0.000873089,-0.000139713,0.000440598,0.001020432,0.001018047,0.002329826
738,0.000787735,-5.25E-06,-0.000665188,-0.000565529,-0.000127316,1.24E-05,0.001142025,0.001383305,0.002712727
739,0.000109196,-1.91E-05,-0.000374317,-0.001308441,0.000139713,0.000299931,0.000710964,0.001543045,0.002814293
740,0.000754356,-0.000199795,-0.000174522,-0.000561237,-0.000192642,-0.000596046,0.0010252,0.001134396,0.002511024
741,0.000560761,1.67E-05,-0.000810146,-0.00137949,-0.000191212,-0.000131607,0.000700951,0.000677586,0.002413273
742,0.001072407,0.000209332,4.24E-05,-0.000632763,-6.44E-05,0.00103569,0.001306057,0.001412392,0.002817631
743,0.000349045,0.00020361,-0.000419617,-0.000926495,8.15E-05,-1.43E-06,0.001038074,0.001300335,0.002654076
744,-1.86E-05,2.86E-06,-0.000383854,-0.001341343,0.000650406,-5.25E-06,0.00106144,0.000826359,0.002624989
745,0.000388145,-1.67E-05,-0.001146317,-0.00206852,-0.000983715,-0.000377655,-0.000185013,0.000367641,0.002079487
746,5.91E-05,-0.000502586,-0.000484943,-0.000788212,-0.000596046,0.000229836,0.001290321,0.000542164,0.002109051
747,-0.000205517,0.000128746,-0.000471115,-0.001494884,0.000269413,-0.000102043,0.00076437,0.000941753,0.002769947
748,0.000179291,-0.000749588,-0.001102924,-0.001060009,-0.000330448,-0.000523567,0.000519276,0.000705719,0.002326012
749,-8.63E-05,0.000162602,-0.00055933,-0.001240253,-0.000302792,-0.00015974,0.000466347,0.001695156,0.002380371
750,0.00036478,-5.39E-05,-0.000339508,-0.000592709,0.000182152,0.000219822,0.00098753,0.001078606,0.002446175
751,-0.000174522,5.10E-05,-0.001052856,-0.001114845,-0.000113964,-4.77E-06,0.001075268,0.001214027,0.002505302
752,0.000758648,0.000301838,-0.000635624,-0.001101971,-1.57E-05,0.000294209,0.00152874,0.000925064,0.00246048
753,0.000281334,0.00044632,-0.000347138,-0.000536442,0.000276089,0.000441551,0.001606464,0.001316547,0.002968311
754,0.000105858,-0.000547886,-0.000546455,-0.001260281,-0.000596046,-0.000301838,0.000757217,0.000863075,0.002016068
755,-8.58E-06,-0.000126839,-0.000424862,-0.001015186,-0.00052166,0.000126362,0.000877857,0.001038551,0.002391338
756,-1.48E-05,9.39E-05,-0.000442028,-0.000880718,-0.0006423,1.72E-05,0.000713825,0.001046658,0.002239227
757,8.87E-05,9.82E-05,-0.000153065,-0.000658989,7.49E-05,0.000270844,0.001132011,0.00143671,0.002585888
758,-4.72E-05,-0.000155449,-0.000942707,-0.001240253,-0.000576973,-0.000241756,0.000768185,0.00049448,0.002307415
759,-0.000147343,-0.000531673,-0.000442028,-0.001387596,-0.000538826,-0.000532627,0.000472069,0.000920296,0.002067566
760,0.000333786,0.000322342,0.00010109,-0.000417233,9.54E-07,0.000349522,0.00091219,0.001334667,0.002336979
761,-7.10E-05,-0.000612736,-0.000545025,-0.001009464,-0.000369549,-0.000127316,0.000741959,0.001101017,0.00229454
762,-2.34E-05,-0.000415325,-0.000558853,-0.001653194,-0.000273228,-0.000509739,0.000220776,0.000567913,0.00195837
763,3.48E-05,-0.000232697,-0.000271797,-0.001357555,-0.000307083,-4.86E-05,0.001072407,0.000771523,0.002065182
764,-3.86E-05,-0.000365257,-0.000305653,-0.000899315,-0.000367641,7.77E-05,0.000884056,0.000840664,0.002404213
765,0.000374317,5.44E-05,-1.57E-05,-0.000537396,-0.000171185,0.000499725,0.001181126,0.000923634,0.00270319
766,0.000392914,-0.000261784,4.48E-05,-0.001280308,-0.000388622,-9.92E-05,0.000598431,0.000555039,0.002092838
767,0.000511646,-1.62E-05,-0.000700951,-0.001382828,-0.000340939,0.000170231,0.000535965,0.000712395,0.001760483
768,2.91E-05,-0.000926018,-0.000524044,-0.001054287,-0.000183582,-0.000287533,0.000928402,0.001059055,0.002539158
769,0.000213146,-0.000141621,-0.001057625,-0.001170158,-0.000516892,5.05E-05,0.00050211,0.000504017,0.001928329
770,0.000191689,-0.000231266,-0.000183582,-0.00111866,-9.54E-05,-0.000124931,0.00088644,0.001112938,0.002038479
771,-1.34E-05,-0.000522614,-0.000598431,-0.001322746,-0.000556946,-0.000370979,0.001117706,0.000769615,0.002064705
772,0.000597477,0.000209808,-0.000273228,-0.000942707,-0.000525951,0.000136852,0.0009408,0.001105309,0.002474308
773,-0.000194073,-0.000640392,-0.001131535,-0.001420975,-0.000360012,-0.000215054,-0.000102043,0.000562668,0.001699448
774,0.000163078,-0.00065279,-0.00065279,-0.001630306,-0.001142025,-0.000489712,0.000490189,0.000653744,0.001308441
775,-0.000467777,-0.000723362,-0.00106287,-0.001336098,-0.000375748,-0.001115799,0.000289917,0.000309944,0.001836777
776,-0.000395298,-0.000556946,-0.001256943,-0.00152874,-0.000962734,-0.000168324,0.000400066,0.000218868,0.001835346
777,-0.000629425,-0.00053978,-0.000331879,-0.001076221,-0.000343323,-4.72E-05,0.000925541,0.000507355,0.001869678
778,6.20E-06,-9.35E-05,-0.000529289,-0.000893116,-0.000190735,-9.06E-06,0.000803471,0.001056194,0.002139091
779,-0.000415802,-0.000967503,-0.000731468,-0.001217842,-0.000777245,-0.000412941,0.000562668,0.000936031,0.001700401
780,0.000118733,0.000318527,-0.000206471,-0.001371384,-0.000688553,-0.000555039,0.000426292,0.000277996,0.001824379
781,0.00074625,0,-0.000447273,-0.000596523,-0.000447273,-0.0002985,0.0008955,0.001194477,0.002092838
782,0.000479698,-0.000131607,-0.000228405,-0.001081467,-0.000395775,-0.000308514,0.000769138,0.000718594,0.002334595
783,0.000574112,-0.000576496,-0.000453472,-0.001358986,-0.000293732,-0.000544548,0.000996113,0.000864029,0.001730919
784,-0.00072813,-0.000907898,-0.001265526,-0.001791477,-0.001270771,-0.000919819,0.000160694,0.000276089,0.001482487
785,-2.34E-05,-0.000683308,-0.000600338,-0.001308441,-0.000711918,-0.000569344,0.000228882,0.000302315,0.001701832
786,0.000679493,-5.15E-05,8.58E-05,-0.000872612,-0.00050354,0.000315666,0.000879765,0.000911236,0.002022266
787,-0.000255108,-0.001125336,-0.001267433,-0.002164841,-0.001047611,-0.001293182,0.000384331,4.86E-05,0.001259327
788,-0.000303745,-0.0004673,-0.000943184,-0.001574039,-0.000632286,-0.000466824,0.000644684,0.000648022,0.001607418
789,0.000746727,-0.000507832,-0.00048399,-0.00083971,-0.000663281,-0.000439167,0.000527859,0.00055933,0.001600742
790,0.000227451,-0.000334263,-0.000580311,-0.001535892,-0.000794411,-0.000583649,0.000282764,0.000317574,0.001349449
791,0.00093174,0.000248432,0.000278473,-0.000724316,-0.000178337,-0.000471115,0.000899315,0.000533104,0.002669811
792,6.44E-05,-0.000453472,0.000130653,-0.000878811,-0.000475884,9.63E-05,0.000830174,0.000823975,0.002260208
793,0.000239849,-0.000274658,-0.000902176,-0.001126289,-0.000308514,-0.00046587,-0.000153065,0.000617027,0.001811981
794,0.00018549,-0.000421524,-0.000386238,-0.001306057,-0.000139713,0.00025034,0.000763893,0.00069952,0.002196789
795,-7.15E-06,-0.000154018,-0.000198364,-0.001052856,-0.000322342,-0.000173092,0.000558376,0.000400066,0.00114727
796,0.000118256,-0.000505447,-0.001132488,-0.002064228,-0.000862122,-0.000333786,0.000478268,-0.000300884,0.001720428
797,0.001104355,0.000108242,0.000409126,-0.001495838,-1.86E-05,-0.000297546,0.001091003,0.0005579,0.002421856
798,0.000179768,-0.000265122,-0.001084805,-0.001666546,-0.000844955,-0.001256943,-3.15E-05,0.000154495,0.001188755
799,-0.000712395,-0.00090456,-0.00163126,-0.001599312,-0.001138687,-0.00134182,-0.0008955,0.000754833,0.001303196
800,-0.000491619,-0.001036644,-0.001288891,-0.001756668,-0.001528263,-0.00141716,-0.000123978,-0.000277042,0.001639843
801,1.10E-05,-0.00121069,-0.000831127,-0.002020359,-0.001297951,-0.001234531,-0.000186443,0.000575066,0.001475811
802,-0.000645638,-0.000981331,-0.000836372,-0.002322197,-0.000222206,-0.001271725,6.96E-05,-4.20E-05,0.000905991
803,0.000124455,-7.87E-05,-0.000490665,-0.001200676,-0.00095892,-0.00049305,0.000635147,0.000350952,0.001872063
804,0.000190735,-0.000356197,-0.000787735,-0.000821114,-0.000833511,0.000204563,0.000124931,0.000639916,0.001551151
805,0.000311852,-1.86E-05,-0.000106812,-0.001114845,-0.000775337,-0.000226498,0.000362396,0.000860691,0.001732349
806,-0.000384331,-0.000528812,-0.00032568,-0.001285076,-0.000523567,-0.000736237,0.000365257,0.001122952,0.001962662
807,0.00011301,-0.000696182,-0.000826836,-0.001697063,-0.000541687,-0.000564098,0.000490189,0.000456333,0.001377583
808,0,-0.000971794,-0.001554012,-0.002522469,-0.000583649,-0.000583649,0.000778675,0.000389099,0.001559258
809,0.000478745,-0.000549793,2.38E-05,-0.000913143,-0.000304699,-0.000471592,-0.0004282,0.000529289,0.002234936
810,-0.000508308,-4.77E-05,-0.000619888,-0.001098156,-0.000957012,-0.000689507,0.00041914,0.000109673,0.00196743
811,0.000484467,5.96E-05,-0.000491142,-0.00103569,-0.00033474,-0.00067997,0.000213623,0.000759125,0.001563072
812,-0.000505924,-0.000264168,-0.000722885,-0.001579285,-0.001378536,-0.000340462,0.000164032,-0.000128746,0.001589775
813,0.000300407,-0.000408649,-0.000563145,-0.000994682,-0.000161648,6.53E-05,2.62E-05,0.000473499,0.001729488
814,0.000199795,-0.000283718,-0.001061916,-0.001377583,-0.000766754,-0.00120306,0.000529289,0.000804901,0.001213551
815,0.000696659,0.000411034,-3.19E-05,-0.001466751,-0.000245571,-0.000190735,0.000638962,0.000936985,0.001414776
816,-0.000391483,-0.001675606,-0.001110077,-0.00203371,-0.000961304,-0.000350952,-0.000745773,0.000440121,0.000988483
817,0.000136375,-0.001149178,-5.67E-05,-0.000896931,9.01E-05,-0.000793457,-0.000328541,0.00052166,0.001671314
818,0,-0.000281811,-0.000905991,-0.001799583,-7.25E-05,0.000360489,0.000906467,0.001023769,0.001763344
819,0.000568867,-2.29E-05,-0.000328064,-0.001077652,4.86E-05,-0.000198841,0.000105381,0.001225471,0.002287865
820,-0.000281811,-0.001187325,-0.000676155,-0.002316952,-0.001114845,-0.001305103,1.62E-05,0.000487804,0.001727581
821,-0.000432968,-0.000216484,-0.000432968,-0.001081467,-0.000216484,0,0.000649929,0.000866413,0.002170086
822,-0.000206947,-0.000874043,-0.000721455,-0.001861572,-0.000814915,-0.000439167,4.20E-05,1.76E-05,0.001201153
823,0.00050354,0.000495911,-0.000193596,-0.000788689,-0.00077486,7.49E-05,0.000855923,0.000876427,0.00162077
824,-0.000282764,-0.000517368,-0.001060963,-0.002197742,-0.001418591,-0.001023769,0.00010109,1.81E-05,0.001478195
825,-0.000582695,-0.000497341,-0.000579357,-0.001747608,-0.001039028,-0.001116276,-0.000207901,0.000246525,0.001174927
826,-0.000558376,-0.000388622,-0.000752926,-0.001347065,-0.000805378,-0.000150681,0.000456333,6.77E-05,0.0017066
827,0.000909329,0.000482559,0.000258923,-0.001403809,-7.15E-06,-0.00042057,0.000258446,0.000672817,0.001657009
828,-7.39E-05,-0.000196934,-0.00145483,-0.001452446,-0.000756264,-0.000965595,-2.77E-05,0.000422001,0.001947403
829,0.000123024,0.00106144,3.58E-05,-0.001207829,-7.63E-05,-0.0003829,0.000276089,0.00011301,0.001513481
830,0.000827313,0.000318527,-0.001056194,-0.00087738,-0.000288487,0.000402451,0.000981808,0.00041914,0.002063751
831,0.001128674,0.000377655,-0.000267983,-0.000414372,-0.000313759,-0.000261784,0.000424385,0.000733376,0.002526283
832,-0.000997067,-0.000324726,-0.000413418,-0.001606464,-0.001317501,-0.001145363,-0.000196934,0.000236988,0.001794815
833,0.000370026,-0.001103401,-0.000581265,-0.00117588,-0.000605106,-0.001687527,-2.67E-05,0.000209332,0.001068115
834,0.000181198,-0.000505924,-0.000240803,-0.001060009,-0.001031876,-0.000248432,2.77E-05,0.000519276,0.001885414
835,0.000137806,-0.000511646,-0.000490665,-0.001041889,3.53E-05,-0.001105309,0.000431061,0.000690937,0.002090931
836,0.000649929,-0.000819206,-0.000708103,-0.001179695,-0.000809193,-0.000807285,0.000228882,0.000661373,0.001698971
837,-0.000375271,-0.001986027,-0.000540257,-0.00201273,-0.000636101,-0.000832081,6.39E-05,-0.000358582,0.000965118
838,-0.000193119,-0.000579834,-0.001394749,-0.001619339,1.76E-05,-0.000170231,-0.001001358,-0.000772476,0.001292706
839,0.000851154,0.000421047,0.000666618,-0.001106262,-0.000544548,-0.000125408,0.001227856,0.000931263,0.002538681
840,-0.000333309,-0.000938892,-0.001865864,-0.002451897,-0.000941753,-0.001835346,-0.000936508,-0.0015769,0.000913143
841,0.000104904,-0.0005579,-0.000117779,-0.001145363,-0.001486301,-0.000235081,0.000695229,0.000139237,0.001926899
842,0.000372887,-0.000732422,-0.000391007,-0.001807213,-0.000263214,-0.000448704,3.00E-05,0.001074791,0.001636982
843,5.87E-05,-0.000299931,-0.000366688,-0.000970364,-0.000347138,-0.000447273,0.001058578,0.000164986,0.002181053
844,-0.000871182,-0.001459599,-0.001479626,-0.00150919,-0.001888752,-0.002338409,-0.001378536,-0.000931263,0.001021385
845,-0.000562668,-0.00019598,-0.000873566,-0.000383377,-0.001133919,-0.000623226,-0.000949383,-0.00121212,0.00084877
846,0.001013279,-0.001011372,0,-0.002356052,-0.001348019,0,0,0.000675201,0.001690388
847,-0.000745773,-0.001522541,-0.001258373,-0.002306461,-0.002683163,-0.000986576,-9.63E-05,-0.000404358,0.001235485
848,0.00015831,-0.000239372,-0.001070976,-0.002326012,-0.001257896,-0.001368999,2.57E-05,5.72E-05,0.0005126
849,0.000847817,-2.24E-05,0.00071907,-0.001363754,-0.001214504,-0.000327587,0.00035429,8.20E-05,0.00128746
850,-4.29E-06,-0.001132965,-0.00079155,-0.001826763,-0.000976563,-0.000724316,-0.000806809,-0.000587463,0.001245022
851,0.000502586,0.000337601,-0.000106812,-0.0008564,-8.01E-05,0.00026226,0.000475407,0.000383854,0.001513004
852,0.000303745,0.000607491,-0.000910282,-0.001515865,0,0.000303745,0.000911713,0.001521111,0.002436161
