,H2O_396,vel_0.5_396.5,vel_1_397,vel_1.5_397.5,vel_2_398,vel_2.5_398.5,vel_3_399,vel_3.5_399.5,vel_4_400,vel_4_400_prot_0.5,vel_4_400_prot_1,vel_4_400_prot_1.5,vel_4_400_prot_2,vel_4_400_prot_3,vel_4_400_prot_4,vel_4_400_prot_5,vel_4_400_prot_6,vel_4_400_prot_8,vel_4_400_prot_10,vel_4_400_prot_12,vel_4_400_prot_16,vel_4_400_prot_20,vel_4_400_prot_24,vel_4_400_prot_28,vel_4_400_prot_32,vel_4_400_prot_36,vel_4_400_prot_40,vel_4_400_prot_44,vel_4_400_prot_48,vel_4_400_prot_52,vel_4_400_prot_56,vel_4_400_prot_60
262,6.06E-05,0.01742172,0.03201628,0.05139065,0.06713057,0.08609438,0.1021543,0.1164327,0.1315126,0.1328893,0.135828,0.136631,0.1409431,0.1458645,0.1508865,0.1586366,0.1646953,0.1779504,0.1924286,0.2045989,0.2365303,0.2622962,0.292654,0.3169961,0.3434696,0.3703761,0.3968945,0.4226346,0.4449315,0.4715271,0.5031476,0.5267434
263,-0.000143051,0.01766491,0.03258085,0.05243015,0.06851625,0.08773994,0.1041741,0.1186271,0.1342301,0.1355824,0.1386032,0.1396599,0.1440554,0.1494656,0.1545939,0.1626954,0.1692948,0.1830101,0.198391,0.211534,0.244832,0.2721128,0.3038239,0.3296289,0.3577332,0.3858666,0.4137707,0.4408631,0.4647489,0.492362,0.5249128,0.5503588
264,1.24E-05,0.01773691,0.03312111,0.05324793,0.06932259,0.08881378,0.1055775,0.1205978,0.1362772,0.137898,0.1409783,0.1423402,0.1466823,0.1525187,0.1581202,0.1667843,0.1736717,0.188632,0.2048421,0.219089,0.254385,0.283741,0.317625,0.3454423,0.3750978,0.4052348,0.4348226,0.4639082,0.4901538,0.5192218,0.5534687,0.5812545
265,-7.25E-05,0.01804161,0.03375959,0.05383682,0.07001257,0.08990335,0.1066275,0.121891,0.1380033,0.13943,0.1430287,0.1442513,0.1490669,0.155004,0.1611528,0.1702075,0.1776972,0.1932688,0.2108316,0.2253127,0.2630467,0.2943034,0.3299365,0.3588357,0.3906565,0.4224038,0.4541306,0.4845948,0.511929,0.5427551,0.5789108,0.6074033
266,-3.86E-05,0.01809359,0.03398943,0.05410576,0.07052994,0.09024811,0.1075525,0.1224318,0.139061,0.1409364,0.1439052,0.1457129,0.1503143,0.157156,0.1631536,0.172543,0.180583,0.1966734,0.2151084,0.2299972,0.2689457,0.3014164,0.3382258,0.3690286,0.4021502,0.4353104,0.467154,0.4996777,0.528028,0.5596423,0.5972371,0.6269774
267,-0.000180244,0.01817226,0.03413248,0.05439377,0.07103014,0.09110641,0.1078801,0.1233044,0.1398621,0.1414924,0.1451139,0.1469107,0.1520185,0.1587243,0.165215,0.1749263,0.1831121,0.200295,0.219089,0.2352152,0.2755961,0.3099723,0.3474259,0.3800259,0.4141722,0.4486685,0.4823198,0.515985,0.545155,0.5792661,0.6173759,0.648273
268,-0.000282764,0.01834249,0.03418112,0.05473185,0.0711441,0.09140968,0.1087012,0.1237903,0.1406455,0.1424108,0.1460862,0.1478763,0.1530843,0.1605096,0.1672988,0.1777248,0.1860313,0.2041221,0.2237926,0.2407002,0.2827868,0.3182487,0.3576698,0.3919234,0.4277887,0.4624701,0.4987941,0.5341201,0.5652328,0.6002011,0.6395769,0.6718874
269,-0.000194073,0.01838636,0.0345149,0.05492353,0.07155895,0.09157181,0.1090856,0.1241055,0.1410894,0.1430244,0.146728,0.1489134,0.1538839,0.1616025,0.1689291,0.1794143,0.1882687,0.2067509,0.2276549,0.2447948,0.2884178,0.3258533,0.3668804,0.4022517,0.4390583,0.475739,0.5123563,0.5484953,0.5805101,0.6170363,0.6582074,0.6916256
270,-0.000398636,0.01811409,0.03432131,0.05469751,0.07153893,0.09160662,0.1090775,0.1246119,0.1411796,0.1432953,0.1472387,0.1493869,0.1546059,0.1626472,0.1700926,0.1808777,0.1898594,0.2093558,0.230485,0.2481403,0.2936525,0.3313913,0.3734384,0.4104505,0.4482112,0.486135,0.5247307,0.5610723,0.5944939,0.6319633,0.6730871,0.7078199
271,-6.77E-05,0.01831865,0.03472948,0.0549655,0.07177019,0.09172821,0.1091013,0.1246405,0.1415815,0.1438065,0.1473641,0.1498842,0.1551085,0.1634059,0.1713786,0.1818466,0.1914616,0.2115207,0.2329679,0.2517138,0.2977457,0.3370576,0.3798227,0.4175725,0.4570827,0.496593,0.5351229,0.5724406,0.607502,0.646451,0.6887445,0.7228718
272,-9.01E-05,0.01863527,0.03458118,0.05480289,0.07127333,0.09142256,0.1084723,0.1240067,0.1405225,0.1430521,0.1469631,0.1493912,0.1553168,0.1630545,0.1712441,0.1824679,0.1923256,0.2123318,0.234724,0.2539983,0.3014054,0.3418956,0.3862419,0.4242721,0.4647098,0.5058284,0.545795,0.5847011,0.6196351,0.6591268,0.7022109,0.7377825
273,-0.000113487,0.01817751,0.03390312,0.05375004,0.07023382,0.09001923,0.1074381,0.1224914,0.1392107,0.1414213,0.1451597,0.1477551,0.1536064,0.1625452,0.1704211,0.1820107,0.1920772,0.2129283,0.2357416,0.2553501,0.3030524,0.3442788,0.390399,0.4309578,0.4723701,0.5137458,0.554688,0.594945,0.6306515,0.6724787,0.7147069,0.7535815
274,0.000216961,0.01787758,0.03305721,0.05317688,0.06903028,0.08873129,0.1052036,0.1203895,0.136868,0.1394768,0.1430049,0.1457267,0.1512222,0.1606174,0.1685386,0.1807799,0.1909285,0.2122316,0.2351923,0.254828,0.3046784,0.348,0.3935695,0.4346404,0.4765792,0.5197625,0.5605636,0.6023312,0.6389961,0.6803417,0.7269082,0.7636991
275,-0.000341892,0.01711988,0.03239536,0.05168724,0.06738997,0.08607769,0.1025314,0.1170354,0.1328874,0.1358848,0.1394701,0.142519,0.1485071,0.1573992,0.1660171,0.1780825,0.1881523,0.2099395,0.2332344,0.2548203,0.3045034,0.3480225,0.3959947,0.4370551,0.4799914,0.5234809,0.5666294,0.6084452,0.6460247,0.6887169,0.7351403,0.7739749
276,-6.48E-05,0.01676273,0.0315032,0.05014515,0.06488419,0.08353567,0.09898806,0.113152,0.1284671,0.1313095,0.1357708,0.1387215,0.1442423,0.1531501,0.1623254,0.1744671,0.1852007,0.207922,0.2311945,0.2522802,0.3028111,0.3481078,0.3963809,0.4390821,0.4823256,0.5267744,0.5705547,0.6113157,0.652473,0.6943359,0.7408404,0.7824435
277,-0.000410557,0.01614046,0.03067923,0.0486865,0.06256533,0.08069658,0.09594345,0.1096148,0.1240892,0.1271725,0.1312547,0.134069,0.1403174,0.1496925,0.1587462,0.1708231,0.1816249,0.2040873,0.2282233,0.2495546,0.3011961,0.346694,0.3948216,0.4378362,0.4822288,0.5272427,0.5709944,0.6132808,0.6546874,0.698451,0.7434769,0.7860146
278,7.58E-05,0.0156889,0.02939367,0.04702187,0.06059217,0.07765579,0.09244394,0.1052904,0.1195164,0.1224728,0.1268549,0.1299605,0.1355414,0.1454463,0.1542058,0.1666222,0.177289,0.1995568,0.2242484,0.2451434,0.2972608,0.3427849,0.3916731,0.4347177,0.4782362,0.5236831,0.5673728,0.6100426,0.6505065,0.6926165,0.7408447,0.781157
279,-0.000124931,0.0146389,0.02777004,0.04531384,0.05820179,0.07506227,0.08855247,0.1012549,0.1151376,0.1182246,0.1222258,0.1251421,0.1307435,0.1402755,0.1490798,0.1612229,0.1723208,0.1947074,0.218761,0.239789,0.2906075,0.3353868,0.3843522,0.4263201,0.4700851,0.5141668,0.5578294,0.5999618,0.639854,0.6808348,0.7286835,0.7683282
280,5.91E-05,0.01459026,0.02718019,0.04369259,0.05657864,0.07237005,0.08638287,0.0982008,0.1115208,0.1143789,0.118567,0.1214299,0.1271152,0.1361885,0.1448717,0.1571369,0.1674027,0.1896105,0.2129636,0.2338705,0.2843194,0.3286681,0.3756762,0.417304,0.4601669,0.5040479,0.5460801,0.5870981,0.627502,0.6682587,0.7144141,0.7537189
281,-0.000153065,0.01413679,0.02628708,0.04220676,0.05496311,0.07087135,0.08387756,0.09575844,0.1083798,0.1110702,0.1151466,0.1184764,0.1234303,0.1328993,0.1413379,0.1536112,0.1635137,0.1855111,0.208734,0.2294626,0.2787404,0.3219886,0.3678937,0.4087415,0.4504948,0.494545,0.5358348,0.5755706,0.6147304,0.6553946,0.7018604,0.740725
282,-0.000130653,0.01351166,0.02547359,0.04136324,0.05348921,0.0692544,0.08229017,0.09358644,0.1059279,0.1085835,0.1126895,0.1158128,0.1210237,0.129827,0.1386948,0.1503887,0.1605883,0.1814384,0.2049441,0.2248735,0.2732534,0.3156371,0.3618612,0.4021554,0.4434223,0.4852076,0.5273199,0.5656004,0.6046853,0.6437993,0.6887865,0.7287211
283,-0.000112534,0.01365137,0.0255127,0.04089069,0.05304718,0.06808281,0.0808301,0.0925889,0.1050725,0.1070728,0.1116471,0.1141663,0.119585,0.1282215,0.1364136,0.1485329,0.1581273,0.1788754,0.2012744,0.2206001,0.2687974,0.3102384,0.3543921,0.3946176,0.4339495,0.4761825,0.5165,0.5543566,0.5925303,0.631207,0.6741986,0.7130871
284,-8.87E-05,0.01374149,0.02563763,0.04107475,0.05309725,0.06842613,0.08090305,0.09219885,0.1044936,0.1071219,0.1109385,0.1133709,0.1189322,0.1271572,0.1348028,0.1462178,0.1560211,0.1754103,0.1971588,0.215745,0.262475,0.3023639,0.3450017,0.3828292,0.4208398,0.4617205,0.5008645,0.536746,0.5722847,0.6104579,0.6532254,0.6893206
285,-9.20E-05,0.01373434,0.025383,0.04082108,0.05292845,0.06794119,0.08060455,0.09206772,0.1046796,0.1065445,0.1104589,0.1125069,0.1178131,0.125421,0.1322021,0.1432071,0.1522145,0.1708188,0.1909375,0.2084055,0.2514706,0.2889342,0.3297939,0.3644342,0.4005914,0.4389305,0.4748473,0.5098782,0.5425344,0.5778208,0.6174102,0.6514807
286,-3.39E-05,0.01348257,0.02532911,0.04099369,0.05250406,0.06859493,0.08061504,0.09223795,0.1049328,0.1069722,0.1101222,0.1121154,0.1166005,0.1237183,0.1301198,0.140182,0.1485472,0.1655226,0.1839452,0.1996512,0.2394691,0.2738037,0.311058,0.3429728,0.37637,0.4113288,0.4447923,0.4772415,0.5073233,0.5381999,0.5762081,0.6080303
287,-0.000294209,0.01365662,0.02552605,0.04127455,0.05299854,0.06883144,0.08139324,0.09273195,0.1054969,0.1071444,0.110157,0.1121359,0.1165705,0.122766,0.1283092,0.1375937,0.1446915,0.1603909,0.1772156,0.1911411,0.2277174,0.2592206,0.2933917,0.3223729,0.3521295,0.3846436,0.4140854,0.4440455,0.4712143,0.4993124,0.5353236,0.5628972
288,-0.000213146,0.01371098,0.02566862,0.04186916,0.05389547,0.06943083,0.0822506,0.09400368,0.106802,0.1081839,0.1108394,0.1126146,0.1166835,0.12221,0.1274562,0.1358252,0.1425767,0.1565981,0.1721835,0.1848512,0.2187781,0.2466602,0.2786059,0.3041062,0.3318472,0.361095,0.3884797,0.4162111,0.4397554,0.4667616,0.4987993,0.5242352
289,-8.73E-05,0.01413727,0.02613449,0.04236794,0.05462694,0.07034254,0.08357477,0.09585857,0.1083398,0.1093822,0.1119537,0.1134229,0.1173081,0.1223049,0.1265168,0.1345792,0.1412177,0.1534243,0.1677308,0.1790833,0.2096696,0.2351317,0.2639465,0.287746,0.3126183,0.338922,0.3638344,0.3892293,0.4106908,0.4351902,0.4647708,0.4889002
290,-2.10E-05,0.01422977,0.0265975,0.04324102,0.05564547,0.0714798,0.08483934,0.09680796,0.1101089,0.1105552,0.1131725,0.1142282,0.1178713,0.1222987,0.1256018,0.1329141,0.1387286,0.1498456,0.1621933,0.1723576,0.1996946,0.2221069,0.2478743,0.2682757,0.2903986,0.3143582,0.3361578,0.3585234,0.3772755,0.3989367,0.425961,0.4476132
291,-6.01E-05,0.0141902,0.02676773,0.04383039,0.055933,0.07227945,0.08555984,0.09777927,0.1115112,0.1119394,0.1139898,0.1146059,0.1180234,0.1217942,0.124476,0.1307101,0.1356096,0.1449795,0.1557264,0.1643043,0.1878424,0.2062321,0.2295156,0.246366,0.2651687,0.285893,0.3040175,0.3238525,0.3384376,0.3572688,0.3811707,0.3995705
292,-9.58E-05,0.01450825,0.02718067,0.04435682,0.05682993,0.07335615,0.08690643,0.09918976,0.1128683,0.1130195,0.1149378,0.1151719,0.1181698,0.1215868,0.1233439,0.1287584,0.1325378,0.1404567,0.1496034,0.1559997,0.176353,0.1913857,0.2103319,0.2248483,0.2402163,0.256978,0.2727499,0.2884793,0.3004007,0.3165617,0.3378773,0.3523474
293,0.000187397,0.01479435,0.02774286,0.04476404,0.05799723,0.07407045,0.08833313,0.1004143,0.1140738,0.1141148,0.115788,0.115541,0.1182518,0.1208854,0.1221108,0.1269026,0.1295733,0.1361523,0.1437225,0.1484604,0.1658115,0.1774759,0.193368,0.2045193,0.2174106,0.2310038,0.2447295,0.2574434,0.2668881,0.280076,0.2981534,0.3102474
294,-3.91E-05,0.01498413,0.02777338,0.04509544,0.05820227,0.07441092,0.08857012,0.1008539,0.1148272,0.1143847,0.1157808,0.1156006,0.1178951,0.1194997,0.1204171,0.1244617,0.1266236,0.1317234,0.1378651,0.1414657,0.1554894,0.164988,0.1784954,0.1868286,0.1973124,0.2088337,0.2196193,0.2308822,0.2379446,0.2489071,0.2642317,0.2745214
295,-0.00020361,0.01453495,0.0277009,0.04519939,0.05793715,0.07467508,0.08856583,0.1010246,0.114975,0.1142325,0.115572,0.115252,0.1172643,0.1181626,0.118536,0.1222634,0.1238856,0.1276698,0.1330233,0.1350279,0.147325,0.1541586,0.1655431,0.1721053,0.1803479,0.1904545,0.1992154,0.2082367,0.2134781,0.2227955,0.2370834,0.2451501
296,-0.000315666,0.01431417,0.02769423,0.04440689,0.05781269,0.07424498,0.0883441,0.1005554,0.1146126,0.114202,0.1155033,0.1142769,0.1163425,0.1169648,0.1169047,0.1199689,0.1209664,0.1241922,0.1286254,0.1298189,0.1399508,0.1447725,0.1546421,0.1596584,0.1664414,0.1745028,0.1821284,0.1891809,0.1930485,0.2009573,0.2135029,0.2204385
297,-5.87E-05,0.01450634,0.02735949,0.04428339,0.05740976,0.07400084,0.08746052,0.09985161,0.1137185,0.1133957,0.1140666,0.1130195,0.1149993,0.1154232,0.1153855,0.1176028,0.1187024,0.1208277,0.1241207,0.1247897,0.133183,0.1370554,0.1453133,0.1485205,0.1545019,0.1610551,0.167304,0.1736493,0.1759109,0.18261,0.1934013,0.1993661
298,0.000116825,0.01429653,0.02714062,0.04379034,0.05674314,0.0729847,0.08677769,0.09906387,0.1127872,0.1120286,0.1125779,0.1119337,0.1134696,0.1136136,0.1132846,0.1149859,0.1158819,0.1174507,0.1201596,0.1199718,0.1271162,0.1297517,0.1372714,0.1396341,0.144412,0.1501932,0.1552811,0.1599393,0.1618247,0.1673665,0.1774325,0.1821532
299,7.15E-05,0.01428699,0.02705479,0.04310465,0.05598402,0.07234621,0.08556366,0.09792614,0.111249,0.1101108,0.1110225,0.1102962,0.1116076,0.1113095,0.1106439,0.1125712,0.1130819,0.1144323,0.1163659,0.1163049,0.1222167,0.1241727,0.1302509,0.1319318,0.135344,0.140429,0.1451068,0.1490316,0.1497736,0.154881,0.1640921,0.1675777
300,0.000220776,0.01410294,0.02674103,0.04259634,0.05526781,0.07100296,0.0843811,0.09616518,0.1095371,0.1086988,0.1094389,0.1086884,0.1100144,0.10917,0.1088953,0.1104894,0.1106358,0.1116338,0.1136155,0.1128845,0.1184125,0.1193914,0.1251793,0.1257372,0.1291528,0.1329908,0.1367769,0.1400161,0.1403661,0.1450195,0.153398,0.1566501
301,-0.000294209,0.01339865,0.02603579,0.04180002,0.05381966,0.06970978,0.08243513,0.09403706,0.1068926,0.1060181,0.1064944,0.1058097,0.1072874,0.1068034,0.1057048,0.1077776,0.1075635,0.1086006,0.1105118,0.1091251,0.1149116,0.1153212,0.1200156,0.1203704,0.1228309,0.1265988,0.1298614,0.132905,0.132596,0.1360307,0.1444464,0.1474133
302,-0.000403881,0.01322317,0.02537727,0.04094315,0.05266571,0.06814861,0.08081055,0.0916338,0.1047335,0.1038637,0.1044497,0.1033821,0.1048708,0.1045218,0.1036086,0.1050115,0.1053538,0.1060605,0.1076269,0.1065993,0.1114521,0.111546,0.1164422,0.1160464,0.1185312,0.1213846,0.1245098,0.1272111,0.1262879,0.129406,0.1368341,0.1397486
303,-2.34E-05,0.01306581,0.02480412,0.04003906,0.0515914,0.06641817,0.07888174,0.0896759,0.1022568,0.1013288,0.1016808,0.1006341,0.1023622,0.1021185,0.1011057,0.1026793,0.1023831,0.1033545,0.1045694,0.1034055,0.1081543,0.1079173,0.1122556,0.1117129,0.1138811,0.1167521,0.1187453,0.1214213,0.1201177,0.1230412,0.1302056,0.1325235
304,-2.91E-05,0.01252556,0.02389765,0.03854942,0.05003929,0.06481123,0.07632875,0.08695173,0.09891272,0.09829426,0.09874535,0.09784889,0.09908724,0.09883308,0.09788179,0.09929943,0.09916496,0.09969568,0.1009417,0.09938192,0.1042104,0.1032753,0.1069202,0.1064224,0.107944,0.1105461,0.1129546,0.1144996,0.1132393,0.1154571,0.1227484,0.12466
305,-0.000226975,0.01207304,0.02304792,0.03724098,0.04784107,0.06211853,0.0736475,0.08383322,0.09525204,0.0943737,0.09464264,0.09365702,0.09515095,0.09437895,0.09317923,0.09444809,0.09434557,0.09468651,0.09552431,0.09382486,0.09761,0.09650898,0.1001368,0.0991497,0.1001101,0.1024718,0.1043983,0.1060381,0.1041398,0.1066203,0.1132078,0.1148324
306,0.000133514,0.01180267,0.02208138,0.03579473,0.04593229,0.05962801,0.07050085,0.07979584,0.09065104,0.0898385,0.0905962,0.0894618,0.0902667,0.08977652,0.08837509,0.0895052,0.08906746,0.08878851,0.08942938,0.08721542,0.09054995,0.08891964,0.09189367,0.0903101,0.09112358,0.0930748,0.0949831,0.09612751,0.09383106,0.096066,0.1024742,0.1038675
307,-9.78E-05,0.01102781,0.0207653,0.03376961,0.04312325,0.05622816,0.06681108,0.07545614,0.08589172,0.08493423,0.08518744,0.08422089,0.08513021,0.08388329,0.08276844,0.08353949,0.08284521,0.08220243,0.08218002,0.07995319,0.08213329,0.08027983,0.0831728,0.08098459,0.081707,0.08340073,0.08464766,0.08577061,0.08373785,0.08536959,0.09139681,0.09268332
308,-0.000132561,0.01045609,0.01922464,0.03177738,0.04040194,0.05289221,0.06244326,0.0702796,0.08016062,0.07935667,0.07967138,0.07840824,0.07919931,0.07805109,0.07647419,0.07684898,0.07609701,0.07534599,0.07512522,0.07254934,0.07441425,0.0723381,0.07455158,0.07237673,0.07236624,0.07415485,0.07496643,0.07606697,0.07353163,0.07499743,0.08123827,0.08219624
309,-0.000118256,0.009417534,0.01778936,0.02933645,0.03710079,0.04861832,0.05730295,0.06479263,0.0739603,0.07280207,0.07288933,0.0719142,0.07292032,0.07172489,0.06964922,0.07038069,0.06941128,0.06829548,0.06772614,0.06514406,0.06672192,0.06399012,0.06628799,0.06404972,0.06366873,0.06558275,0.06625319,0.06736708,0.06468201,0.06626749,0.07204628,0.07323599
310,-7.68E-05,0.008752823,0.01602221,0.02683401,0.03353643,0.04446745,0.05235004,0.05898762,0.0670476,0.06609964,0.06629515,0.06504488,0.06598568,0.06493235,0.06302595,0.06359196,0.06287193,0.06164408,0.06104183,0.05836105,0.05962467,0.05695009,0.05907583,0.05641413,0.05647469,0.05802822,0.05886459,0.05976152,0.05686235,0.05831242,0.0644598,0.06529856
311,-0.000313759,0.007517815,0.01443577,0.02407026,0.02995968,0.03969574,0.04711628,0.05252123,0.06006289,0.05925941,0.059515,0.05818462,0.05890322,0.05797291,0.05592537,0.05672932,0.05578089,0.05469513,0.0548377,0.05142403,0.05307484,0.05016994,0.05249929,0.04992008,0.0497613,0.05135822,0.05227757,0.05312824,0.05034828,0.05177593,0.05759859,0.0584321
312,-0.000177383,0.006824017,0.01264381,0.02137232,0.02654982,0.03568935,0.0417347,0.04649448,0.05321646,0.05242777,0.05237961,0.05142784,0.05233288,0.05139399,0.04955387,0.05042362,0.04944658,0.04848242,0.04818678,0.04553127,0.04693508,0.04439735,0.0468297,0.04425716,0.04437399,0.04565954,0.04663277,0.04754066,0.04464626,0.04625368,0.05198765,0.05285692
313,-0.000207901,0.005851269,0.01114511,0.01911879,0.02316475,0.0314889,0.0365901,0.04055738,0.04666853,0.0457983,0.04607773,0.04498672,0.04598522,0.04512024,0.04349041,0.04435587,0.04344463,0.04251385,0.04278708,0.04007292,0.04196548,0.03939629,0.04162693,0.03941393,0.03976345,0.04086542,0.04187918,0.0429163,0.04014111,0.04176521,0.04731321,0.04831743
314,-8.20E-05,0.005377769,0.009677887,0.01704407,0.02017879,0.02763653,0.03213644,0.03532362,0.04066324,0.03973198,0.04009008,0.03919697,0.0401926,0.03920221,0.03763771,0.03852606,0.03805065,0.03722382,0.03777122,0.0352025,0.03721237,0.0349164,0.03737497,0.03513861,0.03564548,0.0367527,0.03780651,0.03878689,0.03617907,0.0377965,0.0435915,0.04486799
315,-0.000193119,0.004546642,0.008057117,0.01466084,0.01736736,0.02406454,0.02777719,0.03046513,0.0348959,0.03403139,0.03431559,0.03359747,0.0344615,0.03384352,0.03218937,0.03338003,0.03285742,0.03224993,0.03299475,0.03043079,0.03269625,0.03069115,0.03336811,0.03105116,0.03171301,0.03297567,0.03412914,0.03532791,0.03247929,0.03456974,0.04022121,0.04126644
316,-0.000216484,0.004060745,0.007100105,0.01289463,0.01486301,0.02082682,0.02417612,0.02611208,0.02988195,0.02932262,0.02960348,0.02891016,0.02970028,0.02917099,0.02778244,0.0291543,0.02851439,0.02828789,0.02904606,0.02675295,0.0292449,0.02723312,0.03020906,0.02796936,0.0288825,0.03029394,0.03147364,0.03257942,0.02996016,0.0318017,0.0374589,0.03855753
317,-2.05E-05,0.003647804,0.006315708,0.01153183,0.01273441,0.01850939,0.02107811,0.02261639,0.02585936,0.02522898,0.0255518,0.02470875,0.02552509,0.02534008,0.02410841,0.02521658,0.02510071,0.02476788,0.02569723,0.0235424,0.02641439,0.02444983,0.02745008,0.02536678,0.0263834,0.02776098,0.02902508,0.03011894,0.02798176,0.0294857,0.03539038,0.03659916
318,-0.00010252,0.002968311,0.005139351,0.009958744,0.01082659,0.01596403,0.01822519,0.01921988,0.02203798,0.02140236,0.02175093,0.02082109,0.0218668,0.02173185,0.02045727,0.02183104,0.02148533,0.02144909,0.02252722,0.02047157,0.02322817,0.02178097,0.02488899,0.02291775,0.02375603,0.02516079,0.02668428,0.02790642,0.02560616,0.02741098,0.03336859,0.03442955
319,-0.00015974,0.002575397,0.004474163,0.008924007,0.009325504,0.01416922,0.0158186,0.01647854,0.01915169,0.01857042,0.01879978,0.0181241,0.01914692,0.0187149,0.01767111,0.01921749,0.01896524,0.0190177,0.02015734,0.01818037,0.02097178,0.01963806,0.0228281,0.02104568,0.02203321,0.02334929,0.02504349,0.02616501,0.02405214,0.0259099,0.03157282,0.03274441
320,0.000147343,0.002486706,0.003920555,0.008193493,0.008419991,0.01270056,0.01412249,0.01455879,0.01659203,0.01619959,0.01647663,0.01568317,0.01697779,0.01653385,0.01556063,0.01723289,0.01685953,0.0168376,0.01811695,0.01629639,0.01947212,0.01810694,0.02118301,0.01957035,0.02091789,0.02245378,0.02397108,0.02515507,0.02304506,0.02468252,0.03043032,0.03163004
321,-0.000197411,0.002064228,0.003437042,0.00726223,0.007267475,0.01128149,0.01253891,0.01289797,0.01479816,0.01429749,0.01432323,0.01394701,0.01493597,0.01455212,0.01359653,0.01519918,0.01483679,0.0151639,0.01632261,0.01470804,0.01789761,0.01660776,0.01998854,0.01820898,0.01944494,0.02106762,0.02260065,0.024086,0.02172756,0.02354097,0.02926254,0.03068972
322,-0.000106335,0.002331257,0.003312588,0.007081985,0.006659031,0.01079273,0.01179218,0.01166344,0.01368761,0.01296711,0.01332855,0.01257277,0.01359749,0.01337814,0.01228857,0.01392698,0.01377153,0.0141325,0.01553917,0.01360989,0.01694298,0.01582003,0.0190897,0.01746273,0.01858521,0.02034998,0.02193594,0.02322531,0.02111721,0.0229845,0.02855062,0.02990532
323,-2.62E-05,0.002054214,0.003092766,0.006568909,0.006176472,0.009742737,0.01087761,0.01067114,0.01227045,0.01163197,0.01212025,0.01141262,0.01232576,0.01210117,0.01092911,0.01281786,0.01271057,0.01304674,0.01421309,0.01242781,0.01582956,0.01507902,0.01811552,0.01652241,0.01772118,0.01965666,0.02096128,0.0222683,0.02044964,0.02221012,0.02785015,0.02932787
324,0.000171185,0.002120495,0.003056049,0.006248951,0.005631924,0.009385586,0.01008129,0.009726524,0.01155567,0.01102257,0.01125383,0.01063919,0.01154804,0.01143265,0.01028633,0.0119195,0.01213169,0.0122695,0.01354456,0.01165342,0.01547003,0.0144577,0.01774883,0.01590919,0.01734161,0.01904726,0.02070236,0.02186489,0.01988697,0.02185059,0.02744722,0.02882862
325,-0.000255585,0.001664639,0.002363682,0.005674362,0.005010605,0.008600235,0.009358406,0.00912714,0.0104928,0.01000977,0.01037741,0.009620667,0.01045465,0.01053953,0.009216309,0.01091051,0.01076651,0.01122332,0.01278639,0.01067781,0.01433659,0.01350784,0.0166769,0.01524162,0.01687527,0.0181036,0.01991367,0.02130079,0.01899004,0.02104092,0.0265975,0.02782297
326,-0.00022316,0.001438141,0.002200603,0.005517483,0.00498867,0.008507252,0.009030819,0.008599758,0.009959698,0.009440422,0.009913921,0.009119987,0.009849072,0.009989738,0.008689404,0.01051188,0.01061106,0.01095247,0.0121069,0.01042223,0.01420927,0.01341724,0.01671886,0.01466656,0.01626348,0.01788902,0.01938057,0.02107048,0.01885796,0.02059698,0.026577,0.02763939
327,-0.000118733,0.001616478,0.002279758,0.005506516,0.004754543,0.008139133,0.00842905,0.008041382,0.009645462,0.008936405,0.009447098,0.008448601,0.009857655,0.009527206,0.007947922,0.01021671,0.009901524,0.0102911,0.01172781,0.01005697,0.01338673,0.01296616,0.01605606,0.01462412,0.01593113,0.01744223,0.01923704,0.02043104,0.01852369,0.02042913,0.02587318,0.02733088
328,-0.000205994,0.001642704,0.002228737,0.005463123,0.004650116,0.008256912,0.008550167,0.008078098,0.009510994,0.008882523,0.009291172,0.00837326,0.00943327,0.009287357,0.008080959,0.01012278,0.0095644,0.01008558,0.01174402,0.009658813,0.01327181,0.0127387,0.01606131,0.01442528,0.01549482,0.01708078,0.01885605,0.0200181,0.01830101,0.0200119,0.02573061,0.02702999
